Data transakcji;Klient;Kwota
2025-07-20;506;199
2025-07-20;649;199
2025-07-21;650;199
2025-07-21;651;199
2025-07-21;624;199
2025-07-22;652;159.2
2025-07-22;626;199
2025-07-22;562;199
2025-07-23;653;1490
2025-07-23;654;199
2025-07-23;628;199
2025-07-23;655;1192
2025-07-23;463;199
2025-07-23;656;199
2025-07-23;508;199
2025-07-23;629;199
2025-07-24;657;1490
2025-07-24;336;199
2025-07-24;658;199
2025-07-24;465;199
2025-07-24;659;199
2025-07-24;130;99
2025-07-24;180;88.11
2025-07-24;181;88.11
2025-07-25;625;199
2025-07-25;660;199
2025-07-25;530;199
2025-07-25;62;55.2
2025-07-26;633;199
2025-07-26;661;199
2025-07-26;662;199
2025-07-26;69;69
2025-07-27;118;79.2
2025-07-27;511;199
2025-07-27;73;55.2
2025-07-27;531;199
2025-07-27;636;199
2025-07-28;338;199
2025-07-28;178;88.11
2025-07-28;60;69
2025-07-28;663;199
2025-07-28;664;1192
2025-07-28;665;199
2025-07-29;68;169
2025-07-29;320;199
2025-07-29;186;91.08
2025-07-29;666;1490
2025-07-29;667;199
2025-07-29;668;1490
2025-07-30;39;79.2
2025-07-30;189;99
2025-07-30;570;157.17
2025-07-30;635;199
2025-07-30;121;99
2025-07-30;669;1490
2025-07-30;571;169
2025-07-30;572;157.17
2025-07-30;196;99
2025-07-31;198;91.08
2025-07-31;199;99
2025-07-31;202;79.2
2025-07-31;204;99
2025-07-31;213;99
2025-07-31;214;99
2025-08-01;217;99
2025-08-01;638;199
2025-08-01;226;69
2025-08-01;158;99
2025-08-01;579;169
2025-08-01;580;169
2025-08-01;219;99
2025-08-02;535;199
2025-08-02;322;199
2025-08-02;582;169
2025-08-02;639;199
2025-08-02;343;199
2025-08-03;640;199
2025-08-03;242;169
2025-08-04;641;199
2025-08-04;132;69
2025-08-04;585;169
2025-08-04;670;199
2025-08-04;671;1490
2025-08-04;642;199
2025-08-04;672;199
2025-08-04;673;199
2025-08-04;586;169
2025-08-04;345;199
2025-08-05;7;75.65
2025-08-05;10;75.65
2025-08-05;11;75.65
2025-08-06;253;169
2025-08-06;539;159.2
2025-08-06;405;169
2025-08-06;17;75.65
2025-08-06;406;169
2025-08-06;256;169
2025-08-06;29;80.1
2025-08-06;31;89
2025-08-06;251;199
2025-08-06;37;89
2025-08-06;32;169
2025-08-07;592;169
2025-08-07;643;199
2025-08-07;521;159.2
2025-08-07;674;199
2025-08-08;514;199
2025-08-08;268;169
2025-08-08;601;169
2025-08-08;675;199
2025-08-08;605;169
2025-08-08;272;169
2025-08-08;608;160.55
2025-08-08;609;169
2025-08-08;241;169
2025-08-08;328;199
2025-08-08;288;169
2025-08-08;291;169
2025-08-08;292;169
2025-08-08;293;169
2025-08-08;297;169
2025-08-08;301;160.55
2025-08-08;614;169
2025-08-09;676;1490
2025-08-09;518;199
2025-08-09;396;199
2025-08-09;644;199
2025-08-10;312;199
2025-08-10;677;199
2025-08-10;389;179
2025-08-10;478;169
2025-08-10;617;199
2025-08-11;479;169
2025-08-11;618;199
2025-08-11;351;199
2025-08-11;549;159.2
2025-08-11;458;199
2025-08-11;527;199
2025-08-11;550;199
2025-08-11;615;199
2025-08-11;678;199
2025-08-11;679;199
2025-08-11;401;199
2025-08-12;551;199
2025-08-12;680;199
2025-08-12;681;199
2025-08-12;682;199
2025-08-12;683;159.2
2025-08-12;162;159.2
2025-08-12;684;199
2025-08-13;685;199
2025-08-13;475;199
2025-08-13;646;199
2025-08-13;432;169
2025-08-13;435;169
2025-08-14;490;152.1
2025-08-14;686;199
2025-08-14;647;199
2025-08-15;553;199
2025-08-15;554;199
2025-08-16;233;169
2025-08-16;687;199
2025-08-16;494;169
2025-08-16;313;199
2025-08-17;497;169
2025-08-17;648;199
2025-08-18;503;169
2025-08-18;688;199
2025-08-18;359;199
2025-08-19;689;199
2025-08-19;690;1490
2025-08-19;691;199
2025-08-20;461;199
2025-08-20;506;199
2025-08-20;649;199
2025-08-20;692;1490
2025-08-21;650;199
2025-08-21;624;199
2025-08-21;693;199
2025-08-22;626;199
2025-08-22;562;199
2025-08-23;654;1300
2025-08-23;628;199
2025-08-23;508;199
2025-08-24;465;199
2025-08-24;658;199
2025-08-24;659;199
2025-08-24;130;99
2025-08-24;180;88.11
2025-08-24;181;88.11
2025-08-25;530;199
2025-08-25;62;55.2
2025-08-26;633;199
2025-08-26;694;1490
2025-08-26;695;199
2025-08-26;696;199
2025-08-26;69;69
2025-08-27;118;79.2
2025-08-27;73;55.2
2025-08-27;531;199
2025-08-28;697;199
2025-08-28;338;199
2025-08-28;662;1490
2025-08-28;698;199
2025-08-28;60;69
2025-08-28;558;199
2025-08-28;663;199
2025-08-28;699;1341
2025-08-28;700;179.1
2025-08-29;320;199
2025-08-29;186;91.08
2025-08-29;701;179.1
2025-08-29;667;199
2025-08-30;39;79.2
2025-08-30;702;199
2025-08-30;703;199
2025-08-30;189;99
2025-08-30;570;157.17
2025-08-30;571;169
2025-08-30;572;157.17
2025-08-30;196;99
2025-08-31;704;199
2025-08-31;198;91.08
2025-08-31;199;99
2025-08-31;202;79.2
2025-08-31;204;99
2025-08-31;213;99
2025-08-31;214;99
2025-09-01;217;99
2025-09-01;705;1490
2025-09-01;638;199
2025-09-01;226;69
2025-09-01;158;99
2025-09-01;706;199
2025-09-01;580;169
2025-09-01;219;99
2025-09-01;707;1490
2025-09-02;708;1341
2025-09-02;709;1490
2025-09-02;710;199
2025-09-02;711;1490
2025-09-02;535;199
2025-09-02;712;199
2025-09-02;636;199
2025-09-02;582;169
2025-09-02;639;199
2025-09-02;343;199
2025-09-03;242;169
2025-09-03;713;1490
2025-09-03;714;1490
2025-09-03;715;199
2025-09-04;641;199
2025-09-04;132;69
2025-09-04;716;199
2025-09-04;585;169
2025-09-04;670;199
2025-09-04;717;1490
2025-09-04;672;199
2025-09-04;718;199
2025-09-04;586;169
2025-09-04;673;199
2025-09-04;345;199
2025-09-05;719;1490
2025-09-05;720;179.1
2025-09-05;721;199
2025-09-05;7;75.65
2025-09-05;722;1490
2025-09-05;10;75.65
2025-09-05;11;75.65
2025-09-06;253;169
2025-09-06;121;99
2025-09-06;539;159.2
2025-09-06;405;169
2025-09-06;723;1490
2025-09-06;17;75.65
2025-09-06;724;189.05
2025-09-06;725;1341
2025-09-06;406;169
2025-09-06;726;199
2025-09-06;256;169
2025-09-06;29;80.1
2025-09-06;475;199
2025-09-06;31;89
2025-09-06;727;199
2025-09-06;251;199
2025-09-06;37;89
2025-09-06;32;169
2025-09-07;728;199
2025-09-07;729;1490
2025-09-07;730;159.2
2025-09-07;597;199
2025-09-07;731;159.2
2025-09-07;732;199
2025-09-07;733;199
2025-09-07;734;199
2025-09-07;735;1490
2025-09-07;592;169
2025-09-07;736;1490
2025-09-07;737;1192
2025-09-07;643;199
2025-09-07;738;189.05
2025-09-07;261;1279.2
2025-09-07;266;179.1
2025-09-07;739;1490
2025-09-07;740;159.2
2025-09-07;741;199
2025-09-07;674;199
2025-09-07;322;199
2025-09-07;150;199
2025-09-07;742;199
2025-09-07;743;199
2025-09-07;744;199
2025-09-08;745;199
2025-09-08;514;199
2025-09-08;268;169
2025-09-08;746;199
2025-09-08;601;169
2025-09-08;747;1490
2025-09-08;511;199
2025-09-08;748;1490
2025-09-08;675;199
2025-09-08;605;169
2025-09-08;749;199
2025-09-08;272;169
2025-09-08;750;199
2025-09-08;751;1490
2025-09-08;275;159.2
2025-09-08;608;160.55
2025-09-08;752;159.2
2025-09-08;753;199
2025-09-08;609;169
2025-09-08;754;199
2025-09-08;755;199
2025-09-08;756;159.2
2025-09-08;757;199
2025-09-08;758;1490
2025-09-08;241;169
2025-09-08;759;1341
2025-09-08;760;199
2025-09-08;328;199
2025-09-08;761;1415.5
2025-09-08;762;1415.5
2025-09-08;270;199
2025-09-08;763;199
2025-09-08;764;199
2025-09-08;765;1490
2025-09-08;288;169
2025-09-08;291;169
2025-09-08;292;169
2025-09-08;293;169
2025-09-08;297;169
2025-09-08;301;160.55
2025-09-08;614;169
2025-09-09;644;199
2025-09-10;677;199
2025-09-10;478;169
2025-09-10;766;199
2025-09-11;479;169
2025-09-11;618;199
2025-09-11;351;199
2025-09-11;549;159.2
2025-09-11;458;199
2025-09-11;527;199
2025-09-11;550;199
2025-09-11;678;199
2025-09-11;401;199
2025-09-12;680;199
2025-09-12;681;199
2025-09-12;767;249
2025-09-12;683;159.2
2025-09-12;162;159.2
2025-09-12;684;199
2025-09-13;768;249
2025-09-13;685;199
2025-09-13;646;199
2025-09-13;432;169
2025-09-13;435;169
2025-09-14;686;199
2025-09-14;647;199
2025-09-15;553;199
2025-09-15;769;249
2025-09-15;554;199
2025-09-16;233;169
2025-09-16;770;249
2025-09-16;494;169
2025-09-16;635;249
2025-09-16;313;199
2025-09-17;771;249
2025-09-17;497;169
2025-09-18;503;169
2025-09-18;772;231.57
2025-09-18;359;199
2025-09-19;691;199
2025-09-20;461;199
2025-09-20;506;199
2025-09-20;773;249
2025-09-21;693;199
2025-09-21;774;249
2025-09-22;626;199
2025-09-22;562;199
2025-09-23;775;1490
2025-09-23;628;199
2025-09-23;776;249
2025-09-23;508;199
2025-09-24;658;199
2025-09-24;659;199
2025-09-24;777;249
2025-09-24;130;99
2025-09-24;180;88.11
2025-09-24;181;88.11
2025-09-25;530;199
2025-09-25;62;55.2
2025-09-26;633;199
2025-09-26;649;199
2025-09-26;778;1859.07
2025-09-26;695;199
2025-09-26;69;69
2025-09-27;118;79.2
2025-09-27;511;199
2025-09-27;779;249
2025-09-27;73;55.2
2025-09-27;531;199
2025-09-27;780;199.2
2025-09-28;338;199
2025-09-28;697;199
2025-09-28;60;69
2025-09-28;698;199
2025-09-28;781;224.1
2025-09-28;558;199
2025-09-28;663;199
2025-09-28;700;179.1
2025-09-29;320;199
2025-09-29;186;91.08
2025-09-29;701;179.1
2025-09-29;782;216.63
2025-09-29;783;1739.13
2025-09-30;39;79.2
2025-09-30;704;199
2025-09-30;665;216.63
2025-09-30;702;199
2025-09-30;189;99
2025-09-30;784;216.63
2025-09-30;703;199
2025-09-30;198;91.08
2025-09-30;199;99
2025-09-30;570;157.17
2025-09-30;202;79.2
2025-09-30;204;99
2025-09-30;121;99
2025-09-30;571;169
2025-09-30;572;157.17
2025-09-30;785;216.63
2025-09-30;213;99
2025-09-30;196;99
2025-09-30;372;216.63
2025-10-01;217;99
2025-10-01;337;249
2025-10-01;347;249
2025-10-01;638;199
2025-10-01;158;99
2025-10-01;580;169
2025-10-01;706;199
2025-10-01;219;99
2025-10-02;710;199
2025-10-02;535;199
2025-10-02;322;199
2025-10-02;786;249
2025-10-02;712;199
2025-10-02;639;199
2025-10-02;787;249
2025-10-02;343;199
2025-10-04;641;199
2025-10-04;132;69
2025-10-04;585;169
2025-10-04;716;199
2025-10-04;670;199
2025-10-04;788;249
2025-10-04;586;169
2025-10-04;718;199
2025-10-04;673;199
2025-10-05;720;179.1
2025-10-05;721;199
2025-10-05;7;75.65
2025-10-05;10;75.65
2025-10-05;11;75.65
2025-10-06;253;169
2025-10-06;789;199.2
2025-10-06;790;249
2025-10-06;539;159.2
2025-10-06;405;169
2025-10-06;17;75.65
2025-10-06;406;169
2025-10-06;256;169
2025-10-06;29;80.1
2025-10-06;31;89
2025-10-06;37;89
2025-10-06;727;199
2025-10-06;32;169
2025-10-07;730;159.2
2025-10-07;597;199
2025-10-07;731;159.2
2025-10-07;732;199
2025-10-07;733;199
2025-10-07;592;169
2025-10-07;643;199
2025-10-07;791;249
2025-10-07;674;199
2025-10-07;266;179.1
2025-10-07;792;249
2025-10-07;740;159.2
2025-10-07;741;199
2025-10-07;743;199
2025-10-08;745;199
2025-10-08;514;199
2025-10-08;268;169
2025-10-08;746;199
2025-10-08;675;199
2025-10-08;605;169
2025-10-08;272;169
2025-10-08;608;160.55
2025-10-08;750;199
2025-10-08;275;159.2
2025-10-08;609;169
2025-10-08;752;159.2
2025-10-08;753;199
2025-10-08;793;1999
2025-10-08;754;199
2025-10-08;755;199
2025-10-08;241;169
2025-10-08;756;159.2
2025-10-08;757;199
2025-10-08;328;199
2025-10-08;760;199
2025-10-08;270;199
2025-10-08;763;199
2025-10-08;764;199
2025-10-08;288;169
2025-10-08;291;169
2025-10-08;292;169
2025-10-08;293;169
2025-10-08;297;169
2025-10-08;301;160.55
2025-10-08;794;249
2025-10-08;614;169
2025-10-09;795;1999
2025-10-10;677;199
2025-10-10;478;169
2025-10-11;601;169
2025-10-11;796;231.57
2025-10-11;479;169
2025-10-11;797;249
2025-10-11;351;199
2025-10-11;549;159.2
2025-10-11;458;199
2025-10-11;527;199
2025-10-11;550;199
2025-10-11;678;199
2025-10-11;798;1999
2025-10-11;401;199
2025-10-12;475;199
2025-10-12;680;199
2025-10-12;681;199
2025-10-12;799;249
2025-10-12;683;159.2
2025-10-12;800;249
2025-10-12;162;159.2
2025-10-12;684;199
2025-10-13;768;249
2025-10-13;685;199
2025-10-13;646;199
2025-10-13;432;169
2025-10-13;435;169
2025-10-13;801;249
2025-10-14;802;211.65
2025-10-14;803;211.65
2025-10-14;242;169
2025-10-14;804;211.65
2025-10-14;686;199
2025-10-15;805;211.65
2025-10-15;553;199
2025-10-15;806;211.65
2025-10-15;769;249
2025-10-15;554;199
2025-10-16;233;169
2025-10-16;807;1699.15
2025-10-16;808;1699.15
2025-10-16;809;1699.15
2025-10-16;810;211.65
2025-10-16;494;169
2025-10-16;770;249
2025-10-16;811;211.65
2025-10-16;812;211.65
2025-10-16;635;249
2025-10-16;313;199
2025-10-17;771;249
2025-10-17;813;249
2025-10-17;497;169
2025-10-17;814;249
2025-10-18;503;169
2025-10-18;772;231.57
2025-10-18;359;199
2025-10-19;815;236.55
2025-10-19;816;249
2025-10-19;691;199
2025-10-20;461;199
2025-10-20;506;199
2025-10-20;817;249
2025-10-20;818;249
2025-10-20;773;249
2025-10-20;819;249
2025-10-21;693;199
2025-10-21;820;1999
2025-10-21;821;249
2025-10-22;626;199
2025-10-22;562;199
2025-10-23;628;199
2025-10-23;776;249
2025-10-23;508;199
2025-10-24;822;199.2
2025-10-24;823;1999
2025-10-24;824;249
2025-10-24;658;199
2025-10-24;659;199
2025-10-24;825;249
2025-10-24;130;99
2025-10-24;180;88.11
2025-10-24;181;88.11
2025-10-25;530;199
2025-10-25;62;55.2
2025-10-25;826;249
2025-10-25;64;69
2025-10-26;633;199
2025-10-26;827;249
2025-10-26;695;199
2025-10-26;69;69
2025-10-26;118;79.2
2025-10-27;511;199
2025-10-27;828;249
2025-10-27;779;249
2025-10-27;73;55.2
2025-10-27;531;199
2025-10-27;780;199.2
2025-10-28;338;199
2025-10-28;697;199
2025-10-28;60;69
2025-10-28;558;199
2025-10-28;340;1799
2025-10-28;700;179.1
2025-10-29;320;199
2025-10-29;186;91.08
2025-10-29;829;1899.05
2025-10-29;701;179.1
2025-10-29;774;249
2025-10-30;702;199
2025-10-30;189;99
2025-10-30;784;216.63
2025-10-30;570;157.17
2025-10-30;121;99
2025-10-30;571;169
2025-10-30;572;157.17
2025-10-30;196;99
2025-10-30;372;216.63
2025-10-31;704;199
2025-10-31;198;91.08
2025-10-31;199;99
2025-10-31;202;79.2
2025-10-31;204;99
2025-10-31;213;99
2025-10-31;217;99
2025-11-01;158;99
2025-11-01;580;169
2025-11-01;706;199
2025-11-01;219;99
2025-11-01;830;236.55
2025-11-02;710;199
2025-11-02;535;199
2025-11-02;712;199
2025-11-02;639;199
2025-11-02;343;199
2025-11-03;242;169
2025-11-03;831;249
2025-11-03;641;199
2025-11-04;132;69
2025-11-04;585;169
2025-11-04;832;249
2025-11-04;716;199
2025-11-04;670;199
2025-11-04;788;249
2025-11-04;718;199
2025-11-04;673;199
2025-11-04;220;99
2025-11-05;777;249
2025-11-05;3;378.25
2025-11-05;6;801
2025-11-05;721;199
2025-11-05;7;75.65
2025-11-05;11;75.65
2025-11-05;253;169
2025-11-06;789;199.2
2025-11-06;790;249
2025-11-06;539;159.2
2025-11-06;405;169
2025-11-06;17;75.65
2025-11-06;18;890
2025-11-06;833;249
2025-11-06;256;169
2025-11-06;834;1999
2025-11-06;29;80.1
2025-11-06;30;756.5
2025-11-06;31;89
2025-11-06;35;801
2025-11-06;37;89
2025-11-07;44;990
2025-11-07;730;159.2
2025-11-07;835;249
2025-11-07;733;199
2025-11-07;592;169
2025-11-07;643;199
2025-11-07;674;199
2025-11-07;791;249
2025-11-07;740;159.2
2025-11-07;741;199
2025-11-07;792;249
2025-11-07;743;199
2025-11-07;744;199
2025-11-08;836;249
2025-11-08;745;199
2025-11-08;514;199
2025-11-08;268;169
2025-11-08;746;199
2025-11-08;605;169
2025-11-08;272;169
2025-11-08;608;160.55
2025-11-08;750;199
2025-11-08;275;159.2
2025-11-08;609;169
2025-11-08;752;159.2
2025-11-08;753;199
2025-11-08;754;199
2025-11-08;755;199
2025-11-08;241;169
2025-11-08;756;159.2
2025-11-08;328;199
2025-11-08;757;199
2025-11-08;270;199
2025-11-08;763;199
2025-11-08;764;199
2025-11-08;288;169
2025-11-08;291;169
2025-11-08;292;169
2025-11-08;293;169
2025-11-08;144;495
2025-11-08;297;169
2025-11-08;301;160.55
2025-11-08;39;79.2
2025-11-08;614;169
2025-11-08;794;249
2025-11-09;837;249
2025-11-09;785;216.63
2025-11-10;838;249
2025-11-10;839;249
2025-11-10;840;249
2025-11-10;478;169
2025-11-10;337;249
2025-11-11;796;231.57
2025-11-11;351;199
2025-11-11;458;199
2025-11-11;527;199
2025-11-11;841;249
2025-11-11;550;199
2025-11-11;347;249
2025-11-11;797;249
2025-11-11;678;199
2025-11-11;842;249
2025-11-11;401;199
2025-11-12;680;199
2025-11-12;681;199
2025-11-12;843;236.55
2025-11-12;799;249
2025-11-12;844;249
2025-11-12;683;159.2
2025-11-12;365;999
2025-11-12;162;159.2
2025-11-12;684;199
2025-11-12;845;249
2025-11-13;768;249
2025-11-13;432;169
2025-11-13;435;169
2025-11-14;54;871.2
2025-11-14;601;169
2025-11-14;802;211.65
2025-11-14;804;211.65
2025-11-14;846;249
2025-11-15;805;211.65
2025-11-15;553;199
2025-11-15;806;211.65
2025-11-15;554;199
2025-11-16;233;169
2025-11-16;615;1999
2025-11-16;770;249
2025-11-16;494;169
2025-11-16;810;211.65
2025-11-16;811;211.65
2025-11-16;812;211.65
2025-11-16;313;199
2025-11-17;771;249
2025-11-17;813;249
2025-11-17;497;169
2025-11-17;847;249
2025-11-17;814;249
2025-11-18;503;169
2025-11-18;772;231.57
2025-11-18;848;249
2025-11-18;849;249
2025-11-18;359;199
2025-11-19;850;249
2025-11-19;461;199
2025-11-20;506;199
2025-11-20;851;199.2
2025-11-20;819;249
2025-11-21;693;199
2025-11-21;821;249
2025-11-21;852;199
2025-11-21;853;199
2025-11-22;703;199
2025-11-22;854;199
2025-11-22;855;179.1
2025-11-22;168;79.2
2025-11-22;856;199
2025-11-22;626;199
2025-11-22;857;1499
2025-11-22;562;199
2025-11-22;656;199
2025-11-23;858;199
2025-11-23;32;169
2025-11-23;508;199
2025-11-23;555;199
2025-11-24;859;199
2025-11-24;822;199.2
2025-11-24;658;199
2025-11-24;860;1499
2025-11-24;824;249
2025-11-24;659;199
2025-11-24;861;199
2025-11-24;180;88.11
2025-11-24;181;88.11
2025-11-24;862;1499
2025-11-25;530;199
2025-11-25;863;199
2025-11-25;864;199
2025-11-25;61;607.2
2025-11-25;62;55.2
2025-11-25;64;69
2025-11-26;633;199
2025-11-26;638;199
2025-11-26;65;690
2025-11-26;695;199
2025-11-26;69;69
2025-11-26;118;79.2
2025-11-27;511;199
2025-11-27;828;249
2025-11-27;865;1499
2025-11-27;866;199
2025-11-27;867;199
2025-11-27;73;55.2
2025-11-27;531;199
2025-11-27;75;345
2025-11-27;80;690
2025-11-28;338;199
2025-11-28;697;199
2025-11-28;60;69
2025-11-28;868;199
2025-11-28;371;999
2025-11-28;558;199
2025-11-28;700;179.1
2025-11-29;869;1274.15
2025-11-29;320;199
2025-11-29;186;91.08
2025-11-29;701;179.1
2025-11-29;870;199
2025-11-29;774;249
2025-11-30;871;199
2025-11-30;704;199
2025-11-30;702;199
2025-11-30;189;99
2025-11-30;198;91.08
2025-11-30;872;159.2
2025-11-30;199;99
2025-11-30;784;216.63
2025-11-30;873;1499
2025-11-30;570;157.17
2025-11-30;202;79.2
2025-11-30;874;1499
2025-11-30;875;185.07
2025-11-30;204;99
2025-11-30;876;1499
2025-11-30;121;99
2025-11-30;571;169
2025-11-30;208;495
2025-11-30;572;157.17
2025-11-30;877;1499
2025-11-30;380;999
2025-11-30;878;199
2025-11-30;879;189.05
2025-11-30;196;99
2025-11-30;880;199
2025-11-30;785;216.63
2025-11-30;217;99
2025-11-30;372;216.63
2025-12-01;881;199
2025-12-01;728;199
2025-12-01;882;1499
2025-12-01;883;199
2025-12-01;884;199
2025-12-01;885;199
2025-12-01;886;1499
2025-12-01;347;249
2025-12-01;158;99
2025-12-01;471;199
2025-12-01;887;199
2025-12-01;888;199
2025-12-01;889;199
2025-12-01;890;199
2025-12-01;891;179.1
2025-12-01;892;199
2025-12-01;893;179.1
2025-12-01;580;169
2025-12-01;894;199
2025-12-01;895;199
2025-12-01;706;199
2025-12-01;896;1499
2025-12-01;897;1499
2025-12-02;830;249
2025-12-02;535;199
2025-12-02;391;999
2025-12-02;712;199
2025-12-02;639;199
2025-12-02;343;199
2025-12-03;831;249
2025-12-03;827;249
2025-12-03;641;199
2025-12-04;132;69
2025-12-04;585;169
2025-12-04;670;199
2025-12-04;788;249
2025-12-04;718;199
2025-12-04;220;99
2025-12-05;898;249
2025-12-05;721;199
2025-12-05;7;75.65
2025-12-05;253;169
2025-12-06;790;249
2025-12-06;539;159.2
2025-12-06;17;75.65
2025-12-06;833;249
2025-12-06;256;169
2025-12-06;29;80.1
2025-12-06;31;89
2025-12-06;37;89
2025-12-06;32;169
2025-12-07;730;159.2
2025-12-07;835;249
2025-12-07;733;199
2025-12-07;592;169
2025-12-07;39;79.2
2025-12-07;740;159.2
2025-12-07;741;199
2025-12-07;792;249
2025-12-07;743;199
2025-12-07;744;199
2025-12-08;899;249
2025-12-08;745;199
2025-12-08;836;249
2025-12-08;268;169
2025-12-08;605;169
2025-12-08;272;169
2025-12-08;213;99
2025-12-08;608;160.55
2025-12-08;750;199
2025-12-08;275;159.2
2025-12-08;609;169
2025-12-08;752;159.2
2025-12-08;753;199
2025-12-08;754;199
2025-12-08;755;199
2025-12-08;241;169
2025-12-08;756;159.2
2025-12-08;757;199
2025-12-08;270;199
2025-12-08;764;199
2025-12-08;288;169
2025-12-08;291;169
2025-12-08;293;169
2025-12-08;297;169
2025-12-08;301;160.55
2025-12-08;614;169
2025-12-09;837;249
2025-12-10;140;396
2025-12-10;838;249
2025-12-10;900;249
2025-12-10;478;169
2025-12-11;601;169
2025-12-11;351;199
2025-12-11;527;199
2025-12-11;550;199
2025-12-11;826;249
2025-12-11;678;199
2025-12-11;842;249
2025-12-11;839;1499
2025-12-11;401;199
2025-12-12;681;199
2025-12-12;799;249
2025-12-12;844;249
2025-12-12;683;159.2
2025-12-12;162;159.2
2025-12-12;684;199
2025-12-12;845;249
2025-12-13;901;249
2025-12-13;432;169
2025-12-13;435;169
2025-12-14;802;211.65
2025-12-14;804;211.65
2025-12-14;902;249
2025-12-14;846;249
2025-12-14;903;249
2025-12-15;904;249
2025-12-15;805;211.65
2025-12-15;553;199
2025-12-15;806;211.65
2025-12-15;905;249
2025-12-15;554;199
2025-12-16;233;169
2025-12-16;219;99
2025-12-16;770;249
2025-12-16;810;211.65
2025-12-16;812;211.65
2025-12-16;811;211.65
2025-12-16;313;199
2025-12-17;771;249
2025-12-17;813;249
2025-12-17;497;169
2025-12-17;847;249
2025-12-17;814;249
2025-12-18;746;199
2025-12-18;503;169
2025-12-18;848;249
2025-12-18;359;199
2025-12-19;850;249
2025-12-19;461;199
2025-12-20;506;199
2025-12-21;906;249
2025-12-21;693;199
2025-12-21;852;199
2025-12-21;853;199
2025-12-22;703;199
2025-12-22;854;199
2025-12-22;855;179.1
2025-12-22;168;79.2
2025-12-22;626;199
2025-12-22;562;199
2025-12-22;656;199
2025-12-23;858;199
2025-12-23;555;199
2025-12-24;859;199
2025-12-24;822;199.2
2025-12-24;658;199
2025-12-24;824;249
2025-12-24;659;199
2025-12-24;907;199.2
2025-12-24;908;249
2025-12-24;909;249
2025-12-24;861;199
2025-12-24;180;88.11
2025-12-24;181;88.11
2025-12-25;530;199
2025-12-25;863;199
2025-12-25;849;249
2025-12-25;62;55.2
2025-12-25;864;199
2025-12-25;826;249
2025-12-26;633;199
2025-12-26;638;199
2025-12-26;695;199
2025-12-26;69;69
2025-12-26;118;79.2
2025-12-27;511;199
2025-12-27;828;249
2025-12-27;910;249
2025-12-27;866;199
2025-12-27;73;55.2
2025-12-27;867;199
2025-12-27;531;199
2025-12-28;338;199
2025-12-28;697;199
2025-12-28;60;69
2025-12-28;868;199
2025-12-28;700;179.1
2025-12-29;186;91.08
2025-12-29;701;179.1
2025-12-29;911;249
2025-12-29;870;199
2025-12-29;774;249
2025-12-30;871;199
2025-12-30;189;99
2025-12-30;784;216.63
2025-12-30;872;159.2
2025-12-30;912;249
2025-12-30;570;157.17
2025-12-30;913;236.55
2025-12-30;914;1599.2
2025-12-30;121;99
2025-12-30;875;185.07
2025-12-30;571;169
2025-12-30;572;157.17
2025-12-30;196;99
2025-12-30;878;199
2025-12-30;879;199
2025-12-30;372;216.63
2025-12-31;794;249
2025-12-31;704;199
2025-12-31;198;91.08
2025-12-31;199;99
2025-12-31;202;79.2
2025-12-31;204;99
2025-12-31;213;99
2025-12-31;217;99
2026-01-01;881;199
2026-01-01;883;199
2026-01-01;885;199
2026-01-01;347;249
2026-01-01;158;99
2026-01-01;471;199
2026-01-01;887;199
2026-01-01;888;199
2026-01-01;889;199
2026-01-01;580;169
2026-01-01;890;199
2026-01-01;891;179.1
2026-01-01;893;179.1
2026-01-01;706;199
2026-01-01;219;99
2026-01-01;894;199
2026-01-01;895;199
2026-01-02;830;249
2026-01-02;535;199
2026-01-02;712;199
2026-01-02;343;199
2026-01-03;831;249
2026-01-03;641;199
2026-01-04;132;69
2026-01-04;585;169
2026-01-04;670;199
2026-01-04;788;249
2026-01-04;718;199
2026-01-04;220;99
2026-01-05;898;249
2026-01-05;721;199
2026-01-05;7;75.65
2026-01-05;253;169
2026-01-06;790;249
2026-01-06;539;159.2
2026-01-06;17;75.65
2026-01-06;39;79.2
2026-01-06;256;169
2026-01-06;29;80.1
2026-01-06;31;89
2026-01-06;37;89
2026-01-07;821;249
2026-01-07;730;159.2
2026-01-07;835;249
2026-01-07;733;199
2026-01-07;592;169
2026-01-07;740;159.2
2026-01-07;741;199
2026-01-07;792;249
2026-01-07;558;199
2026-01-07;743;199
2026-01-07;744;199
2026-01-08;899;249
2026-01-08;745;199
2026-01-08;268;169
2026-01-08;272;169
2026-01-08;608;160.55
2026-01-08;750;199
2026-01-08;275;159.2
2026-01-08;752;159.2
2026-01-08;753;199
2026-01-08;754;199
2026-01-08;755;199
2026-01-08;756;159.2
2026-01-08;270;199
2026-01-08;764;199
2026-01-08;288;169
2026-01-08;293;169
2026-01-08;297;169
2026-01-08;301;160.55
2026-01-09;837;249
2026-01-09;424;999
2026-01-10;915;236.55
2026-01-10;838;249
2026-01-10;478;169
2026-01-10;900;249
2026-01-11;351;199
2026-01-11;527;199
2026-01-11;550;199
2026-01-11;916;249
2026-01-11;678;199
2026-01-11;842;249
2026-01-11;917;249
2026-01-11;401;199
2026-01-11;918;249
2026-01-12;681;199
2026-01-12;844;249
2026-01-12;683;159.2
2026-01-12;162;159.2
2026-01-12;919;249
2026-01-13;920;249
2026-01-13;921;199
